Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Parallel Params Per Kernel Setting,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT_1,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT_2,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT_3,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT_1,Speedup using double-precision relative to float (actually slowdown)_1,Speedup using double-precision relative to float (actually slowdown)_2,Speedup using double-precision relative to float (actually slowdown)_3,Speedup using half-precision relative to float_1,Speedup using half-precision relative to float_2,Speedup using half-precision relative to float_3,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs_1,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs_2,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs_3,Speedup w/ templated loop iteration count (known at compile-time) - All Runs_1,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) - FLOAT on smallest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - FLOAT on largest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - FLOAT on smallest 3 stereo sets (disparity count templated only),Speedup relative to AMD Rome (48 Cores) - FLOAT on largest 3 stereo sets (disparity count templated only),Speedup relative to AMD Rome (48 Cores) - FLOAT on smallest 3 stereo sets (disparity count not templated only),Speedup relative to AMD Rome (48 Cores) - FLOAT on largest 3 stereo sets (disparity count not templated only),Speedup relative to AMD Rome (48 Cores) - FLOAT on runs w/ disparity count templated,Speedup relative to AMD Rome (48 Cores) - FLOAT on runs w/ disparity count not templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on smallest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on largest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on smallest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on largest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on smallest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on largest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on runs w/ disparity count templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT on runs w/ disparity count not templated,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT on smallest 3 stereo sets,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT on largest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - DOUBLE on smallest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - DOUBLE on largest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - DOUBLE on smallest 3 stereo sets (disparity count templated only),Speedup relative to AMD Rome (48 Cores) - DOUBLE on largest 3 stereo sets (disparity count templated only),Speedup relative to AMD Rome (48 Cores) - DOUBLE on smallest 3 stereo sets (disparity count not templated only),Speedup relative to AMD Rome (48 Cores) - DOUBLE on largest 3 stereo sets (disparity count not templated only),Speedup relative to AMD Rome (48 Cores) - DOUBLE on runs w/ disparity count templated,Speedup relative to AMD Rome (48 Cores) - DOUBLE on runs w/ disparity count not templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on smallest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on largest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on smallest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on largest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on smallest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on largest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on runs w/ disparity count templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE on runs w/ disparity count not templated,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE on smallest 3 stereo sets,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE on largest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) - HALF on smallest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - HALF on largest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - HALF on smallest 3 stereo sets (disparity count templated only),Speedup relative to AMD Rome (48 Cores) - HALF on largest 3 stereo sets (disparity count templated only),Speedup relative to AMD Rome (48 Cores) - HALF on smallest 3 stereo sets (disparity count not templated only),Speedup relative to AMD Rome (48 Cores) - HALF on largest 3 stereo sets (disparity count not templated only),Speedup relative to AMD Rome (48 Cores) - HALF on runs w/ disparity count templated,Speedup relative to AMD Rome (48 Cores) - HALF on runs w/ disparity count not templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on smallest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on largest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on smallest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on largest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on smallest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on largest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on runs w/ disparity count templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF on runs w/ disparity count not templated,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF on smallest 3 stereo sets,Speedup w/ templated loop iteration count (known at compile-time) - HALF on largest 3 stereo sets,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on smallest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on largest 3 stereo sets,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on smallest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on largest 3 stereo sets (disparity count templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on smallest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on largest 3 stereo sets (disparity count not templated only),Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on runs w/ disparity count templated,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs on runs w/ disparity count not templated,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs on smallest 3 stereo sets,Speedup w/ templated loop iteration count (known at compile-time) - All Runs on largest 3 stereo sets,Speedup using half-precision relative to float,Speedup using half-precision relative to float on smallest 3 stereo sets,Speedup using half-precision relative to float on largest 3 stereo sets,Speedup using half-precision relative to float on smallest 3 stereo sets (disparity count templated only),Speedup using half-precision relative to float on largest 3 stereo sets (disparity count templated only),Speedup using half-precision relative to float on smallest 3 stereo sets (disparity count not templated only),Speedup using half-precision relative to float on largest 3 stereo sets (disparity count not templated only),Speedup using half-precision relative to float on runs w/ disparity count templated,Speedup using half-precision relative to float on runs w/ disparity count not templated,Speedup using double-precision relative to float (actually slowdown),Speedup using double-precision relative to float (actually slowdown) on smallest 3 stereo sets,Speedup using double-precision relative to float (actually slowdown) on largest 3 stereo sets,Speedup using double-precision relative to float (actually slowdown) on smallest 3 stereo sets (disparity count templated only),Speedup using double-precision relative to float (actually slowdown) on largest 3 stereo sets (disparity count templated only),Speedup using double-precision relative to float (actually slowdown) on smallest 3 stereo sets (disparity count not templated only),Speedup using double-precision relative to float (actually slowdown) on largest 3 stereo sets (disparity count not templated only),Speedup using double-precision relative to float (actually slowdown) on runs w/ disparity count templated,Speedup using double-precision relative to float (actually slowdown) on runs w/ disparity count not templated,
0,tsukubaSetHalfSize,FLOAT,26,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 6,64 x 3,256 x 1,32 x 14,32 x 16,64 x 4,32 x 10,256 x 1,64 x 2,64 x 1,64 x 2,32 x 4,16 x 1,128 x 1,64 x 4,32 x 5,64 x 1,64 x 4,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,192,144,15,0.000000,0.000012,0.000025,0.000025,0.000024,0.000024,0.000098,0.000011,0.000010,0.000463,0.000119,0.000119,0.000015,0.000000,0.000720,0.000053,0.000094,0.000093,0.000092,0.000091,0.000090,0.000000,0.000031,0.000031,0.000029,0.000028,0.000731,0.000783,0.000801,0.000801,0.008862,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.007723,1.007723,1.007723,1.533839,0.974252,0.974252,0.974252,0.982606,0.982606,0.982606,1.007723,1.007723,1.007723,1.533839,0.723764,1.181845,0.723764,,0.723764,,,,0.723764,,1.007723,,,,,,,,,1.533839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723764,1.181845,1.007723,,,,,,,,,1.533839,,,0.982606,,,,,,,,,0.974252,,,,,,,,,
0,tsukubaSetHalfSize,FLOAT,26,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,128 x 2,32 x 2,32 x 3,32 x 16,32 x 16,64 x 4,64 x 3,128 x 1,32 x 4,32 x 6,32 x 10,32 x 6,16 x 1,32 x 1,32 x 4,32 x 2,32 x 5,256 x 2,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,192,144,15,0.000000,0.000012,0.000025,0.000024,0.000024,0.000024,0.000097,0.000011,0.000011,0.000880,0.000126,0.000126,0.000022,0.000000,0.001148,0.000051,0.000181,0.000181,0.000176,0.000169,0.000166,0.000000,0.000035,0.000032,0.000030,0.000029,0.001157,0.001210,0.001228,0.001228,0.008862,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.005217,1.005217,1.005217,1.533839,0.963568,0.963568,0.963568,1.002379,1.002379,1.002379,1.005217,1.005217,1.005217,1.533839,1.052991,1.234228,1.052991,,,,1.052991,,,1.052991,1.005217,,,,,,,,,1.533839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052991,1.234228,1.005217,,,,,,,,,1.533839,,,1.002379,,,,,,,,,0.963568,,,,,,,,,
1,tsukubaSet,FLOAT,26,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 14,64 x 2,64 x 2,32 x 5,64 x 2,64 x 8,32 x 5,32 x 3,32 x 3,64 x 2,32 x 3,32 x 3,16 x 1,32 x 5,64 x 2,32 x 4,32 x 2,32 x 6,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,384,288,15,0.000000,0.000014,0.000030,0.000030,0.000030,0.000026,0.000116,0.000011,0.000011,0.000536,0.000154,0.000154,0.000018,0.000000,0.000848,0.000103,0.000118,0.000106,0.000102,0.000101,0.000100,0.000000,0.000041,0.000039,0.000038,0.000036,0.000862,0.000962,0.001005,0.001005,0.092573,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999342,0.999342,0.999342,1.808242,0.932772,0.932772,0.932772,0.982002,0.982002,0.982002,0.999342,0.999342,0.999342,1.808242,2.237773,1.289140,2.237773,,2.237773,,,,2.237773,,0.999342,,,,,,,,,1.808242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.237773,1.289140,0.999342,,,,,,,,,1.808242,,,0.982002,,,,,,,,,0.932772,,,,,,,,,
1,tsukubaSet,FLOAT,26,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 8,64 x 2,128 x 2,128 x 1,32 x 6,64 x 8,32 x 14,64 x 6,256 x 1,32 x 3,16 x 1,32 x 3,16 x 1,16 x 1,32 x 1,64 x 7,32 x 3,64 x 7,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,384,288,15,0.000000,0.000014,0.000031,0.000030,0.000030,0.000026,0.000118,0.000011,0.000011,0.001316,0.000170,0.000170,0.000034,0.000000,0.001664,0.000102,0.000302,0.000260,0.000259,0.000251,0.000241,0.000000,0.000044,0.000045,0.000043,0.000037,0.001675,0.001776,0.001818,0.001818,0.092573,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.008200,1.008200,1.008200,1.808242,0.926501,0.926501,0.926501,1.000579,1.000579,1.000579,1.008200,1.008200,1.008200,1.808242,1.906102,1.317658,1.906102,,,,1.906102,,,1.906102,1.008200,,,,,,,,,1.808242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.906102,1.317658,1.008200,,,,,,,,,1.808242,,,1.000579,,,,,,,,,0.926501,,,,,,,,,
2,venus,FLOAT,26,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 3,32 x 3,32 x 6,128 x 2,16 x 1,16 x 1,32 x 8,32 x 1,32 x 1,64 x 2,32 x 3,32 x 3,16 x 1,32 x 1,16 x 1,32 x 5,32 x 1,128 x 2,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,434,383,15,0.000000,0.000017,0.000040,0.000038,0.000037,0.000037,0.000152,0.000011,0.000011,0.000629,0.000195,0.000195,0.000053,0.000000,0.001059,0.000142,0.000176,0.000120,0.000112,0.000110,0.000108,0.000000,0.000049,0.000047,0.000051,0.000046,0.001073,0.001216,0.001283,0.001283,0.248135,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992183,0.992183,0.992183,1.919022,0.824382,0.824382,0.824382,1.041114,1.041114,1.041114,0.992183,0.992183,0.992183,1.919022,2.884812,1.767428,2.884812,,2.884812,,,,2.884812,,0.992183,,,,,,,,,1.919022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.884812,1.767428,0.992183,,,,,,,,,1.919022,,,1.041114,,,,,,,,,0.824382,,,,,,,,,
2,venus,FLOAT,26,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 7,64 x 2,32 x 3,64 x 1,64 x 3,16 x 1,32 x 2,32 x 3,64 x 3,32 x 2,16 x 1,32 x 5,16 x 1,16 x 1,16 x 1,64 x 5,256 x 1,64 x 5,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,434,383,15,0.000000,0.000017,0.000041,0.000038,0.000037,0.000037,0.000155,0.000012,0.000011,0.001793,0.000209,0.000209,0.000047,0.000000,0.002238,0.000147,0.000479,0.000341,0.000316,0.000329,0.000323,0.000000,0.000053,0.000050,0.000056,0.000050,0.002252,0.002404,0.002462,0.002462,0.248135,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.021294,1.021294,1.021294,1.919022,0.840964,0.840964,0.840964,1.071053,1.071053,1.071053,1.021294,1.021294,1.021294,1.919022,2.283433,1.763733,2.283433,,,,2.283433,,,2.283433,1.021294,,,,,,,,,1.919022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.283433,1.763733,1.021294,,,,,,,,,1.919022,,,1.071053,,,,,,,,,0.840964,,,,,,,,,
3,barn1,FLOAT,26,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 4,64 x 2,64 x 4,64 x 4,16 x 1,16 x 1,32 x 4,32 x 2,32 x 6,32 x 2,64 x 2,32 x 4,16 x 1,16 x 1,16 x 1,16 x 1,32 x 5,128 x 2,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,432,381,15,0.000000,0.000019,0.000040,0.000046,0.000044,0.000045,0.000176,0.000012,0.000012,0.000749,0.000253,0.000252,0.000054,0.000000,0.001263,0.000146,0.000244,0.000131,0.000126,0.000122,0.000122,0.000000,0.000065,0.000058,0.000067,0.000058,0.001277,0.001416,0.001481,0.001481,0.468154,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997811,,,,0.655069,,,0.967622,,,0.997811,,,,3.873606,1.366185,,,,,,,3.873606,,0.997811,,,,,,,,,2.325487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.873606,1.366185,0.997811,,,,,,,,,2.325487,,,0.967622,,,,,,,,,0.655069,,,,,,,,,
3,barn1,FLOAT,26,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,256 x 1,32 x 3,64 x 2,128 x 1,16 x 1,16 x 1,32 x 16,256 x 1,64 x 3,32 x 1,32 x 1,32 x 2,16 x 1,32 x 8,16 x 1,64 x 3,32 x 2,128 x 1,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,432,381,15,0.000000,0.000019,0.000040,0.000046,0.000045,0.000045,0.000176,0.000012,0.000012,0.002664,0.000269,0.000269,0.000079,0.000000,0.003225,0.000142,0.000866,0.000502,0.000443,0.000451,0.000402,0.000000,0.000072,0.000064,0.000073,0.000060,0.003240,0.003386,0.003443,0.003443,0.468154,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.081612,,,,0.814810,,,1.122628,,,1.081612,,,,1.944934,1.353659,,,,,,,,1.944934,1.081612,,,,,,,,,2.325487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.944934,1.353659,1.081612,,,,,,,,,2.325487,,,1.122628,,,,,,,,,0.814810,,,,,,,,,
4,conesQuarterSize,FLOAT,26,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 6,32 x 3,32 x 3,64 x 4,16 x 1,64 x 4,32 x 4,32 x 4,64 x 1,256 x 1,64 x 1,64 x 1,16 x 1,16 x 1,32 x 4,16 x 1,256 x 1,32 x 4,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,450,375,15,0.000000,0.000026,0.000080,0.000090,0.000091,0.000068,0.000330,0.000014,0.000014,0.002406,0.000447,0.000446,0.000101,0.000000,0.003326,0.000144,0.001216,0.000435,0.000239,0.000240,0.000272,0.000000,0.000142,0.000116,0.000100,0.000088,0.003340,0.003482,0.003542,0.003542,1.007768,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.042070,1.042070,1.042070,2.052842,0.472904,0.472904,0.472904,1.019662,1.019662,1.019662,1.042070,1.042070,1.042070,2.052842,4.694829,1.312485,,4.694829,,4.694829,,,4.694829,,1.042070,,,,,,,,,2.052842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.694829,1.312485,1.042070,,,,,,,,,2.052842,,,1.019662,,,,,,,,,0.472904,,,,,,,,,
4,conesQuarterSize,FLOAT,26,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,256 x 2,256 x 1,32 x 4,64 x 4,16 x 1,128 x 3,32 x 12,256 x 1,32 x 5,64 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,64 x 2,64 x 5,CUDA,NVIDIA B200 with 148 multiprocessors,12080,12080,450,375,15,0.000000,0.000026,0.000079,0.000090,0.000090,0.000068,0.000328,0.000013,0.000013,0.006043,0.000489,0.000489,0.000152,0.000000,0.007050,0.000144,0.002727,0.001155,0.000724,0.000745,0.000687,0.000000,0.000156,0.000117,0.000120,0.000096,0.007065,0.007210,0.007272,0.007272,1.007768,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.147331,1.147331,1.147331,2.052842,0.745918,0.745918,0.745918,1.268296,1.268296,1.268296,1.147331,1.147331,1.147331,2.052842,2.510720,1.323222,,2.510720,,,,2.510720,,2.510720,1.147331,,,,,,,,,2.052842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.510720,1.323222,1.147331,,,,,,,,,2.052842,,,1.268296,,,,,,,,,0.745918,,,,,,,,,
